"Stories","Informed","DNA","GM","NaturalSelection","PCR","UndDNA","UndGM","UndNaturalSelection","UndPCR","BeforePand_1","BeforePand_2","BeforePand_3","ViewChange1","ViewChange2","ViewChange3","Statements_1","Statements_2","Statements_3","Statements_4","Statements_5","Statements_6","Statements_7","Statements_8","Statements_9","Statements_10","Statements_11","Statements_12","AttGenetics","Optimism","SciRelationship","ThreeMonths1","ThreeMonths2","ThreeMonths3","ThreeMonths4","ThreeMonths5","ThreeMonths6","WhoTrust01","WhoTrust02","WhoTrust03","WhoTrust04","WhoTrust05","WhoTrust06","WhoTrust07","WhoTrust08","WhoTrust09","WhoTrust10","WhichTrust01","WhichTrust02","WhichTrust03","WhichTrust04","WhichTrust05","WhichTrust06","WhichTrust07","WhichTrust08","WhichTrust09","WhichTrust10","WhichTrust11","WhichTrust12","WhichTrust13","WhichTrust14","WhichTrust15","WhichTrust16","WhichTrust17","HeardGenes","ThoughtGenes","TheseDays","TrustSci","TrustGenet","TrustGeol","PandTrustSci","PandTrustGenet","PandTrustGeol","Pfiz","Glaxo","HadCov","CovVac","PV11_Mode","PV11_Weight","SF_Region_N","RS_Age_Exact","RS_Sex","RS_EthnicGroup","RS_Religiosity","RS_EnglishLanguage","RS_EducationLevel","RS_NSSEC_OperationalCat","RS_Twitter","RS_LinkedIn","RS_Smartphone","RS_PoliticalEngagement","RS_ClimateChange","SF_OAC","sci_self_under","gen_self_under","scigen_self_under","self_change_under","attitude_prior","attitude_change","sci_know","ThreeMonthExposure","Who2Trust","GeneConciousness","TrustScientists","ChangeTrustScientists","HadCov_recoded","CovVac_recoded","Age","education_level","religion"
4,3,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,-0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,NA,-2,"Yes, my own suspicions","No, I would not get vaccinated","Online s/cquestionnaire",0.368633888159508,"W99999999 (Wales)",26,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L12.2: Semi-routine service occupations","Yes","No","Yes","Fairly closely","It is mainly caused by human activity","Older farming communities",0.875,0.75,0.75,0,0.166666666666667,0,0.9,0,0.0666666666666667,0.4,0,0,1,0,26,2,0
3,2,2,2,2,1,0,0,0,0,-1,-1,-1,0,0,0,1,1,0,1,1,-1,0,1,1,0,0,0,0.5,1,0.5,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,1,0,0,0,-1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.39635690630776,"W99999999 (Wales)",66,"Male","White British","Religious (practising)","English is only language","Non-degree level qualifications","L9.1: Own account workers (non-professional)","No","No","No","Fairly closely","It is entirely caused by natural processes","Agricultural communities",0.625,0.4375,0.4375,0,-0.5,0,0.4,0.4,0.0666666666666667,0.3,0.333333333333333,0,0,1,66,1,2
3,3,3,2,2,2,0,0,0,1,0,0,1,-1,-1,0,1,1,0,1,0,-1,0,0,0,1,1,0,0.5,0.5,0.5,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,3,0,0,0,0,0,0,0,1,NA,"Yes, confirmed by a positive test","Yes, and I have already been vaccinated","Online s/cquestionnaire",3.14910232189639,"W99999999 (Wales)",76,"Male","White British","Not religious","English is only language","No academic or vocational qualifications",NA,"No","No","Yes","Fairly closely","It is mainly caused by human activity","Industrious transitions",0.75,0.5625,0.5625,0.25,0.166666666666667,-0.666666666666667,0.4,0.2,0.2,0.6,0,0,1,1,76,0,0
3,2,2,1,2,0,0,0,0,0,0,1,-1,0,0,0,1,1,1,-1,1,1,0,-1,0,1,-1,0,NA,-0.5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,3,1,0,1,1,1,1,0,0,NA,-2,"No","Yes, and I have already been vaccinated","Telephone interview",2.9739973171654,"W99999999 (Wales)",88,"Female","White British","Religious (practising)","English is only language","Non-degree level qualifications",NA,"No","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Private renting new arrivals",0.625,0.3125,0.3125,0,0,0,0.2,0,0.466666666666667,0.4,0.5,0.166666666666667,0,1,88,1,2
3,3,4,4,3,1,0,0,0,0,-1,-1,1,-1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,-1,0,0.5,0.5,0.5,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,3,1,-1,2,2,1,1,0,0,2,NA,"No","Yes, and I have already been vaccinated","Telephone interview",2.3892539378909,"W99999999 (Wales)",81,"Male","White British","Not religious","English is only language","Non-degree level qualifications",NA,"No","No","No","Fairly closely","It is mainly caused by human activity","Older workers and retirement",0.75,0.75,0.75,0,-0.166666666666667,-0.666666666666667,0.3,0.2,0.466666666666667,0.4,0.833333333333333,0.166666666666667,0,1,81,1,0
4,3,4,3,3,1,0,0,0,0,0,0,-1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,0,0.5,0.5,0.5,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,3,1,0,2,1,2,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.18865243371808,"W99999999 (Wales)",61,"Female","White British","Not religious","English is main language but not the only one","Degree level qualification(s)","L4.3: Lower professional and higher technical occupations - ‘Traditional’ self-employed","Yes","Yes","Yes","Very closely","It is partly caused by natural processes and partly caused by human activity","Professional service cosmopolitans",0.875,0.6875,0.6875,0,-0.166666666666667,0.666666666666667,0.5,0.4,0.4,0.4,0.833333333333333,0,0,1,61,2,0
4,2,4,4,4,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,-1,1,0,0.5,1,0.5,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,2,1,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.15935248714661,"W99999999 (Wales)",37,"Male","White British","Not religious","English is main language but not the only one","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","Yes","Yes","Fairly closely","It is entirely caused by human activity","Self-sufficient retirement",0.75,0.75,0.75,0,0.333333333333333,0.333333333333333,0.6,0.2,0.133333333333333,0.2,0.666666666666667,0.166666666666667,0,1,37,2,0
3,3,3,3,4,2,0,0,0,0,0,2,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,0,0.5,1,0.5,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,2,1,0,0,NA,0,"Yes, my own suspicions","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",1.45190174035882,"W99999999 (Wales)",24,"Female","Any other White background","Not religious","English is only language","No academic or vocational qualifications","L6: Higher supervisory occupations","No","No","Yes","Fairly closely","It is mainly caused by human activity","Self-sufficient retirement",0.75,0.75,0.75,0,0.166666666666667,0.333333333333333,0.5,0.2,0.266666666666667,0.1,1,0.166666666666667,1,1,24,0,0
4,4,4,4,4,4,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,5,5,0,1,1,2,0,0,0,-1,NA,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.864192241349521,"W99999999 (Wales)",50,"Male","Any other White background","Not religious","English is main language but not the only one","Degree level qualification(s)","L2: Higher managerial and administrative occupations","Yes","Yes","Yes","Very closely","It is mainly caused by human activity","Professional service cosmopolitans",1,1,1,1,-0.166666666666667,0.333333333333333,1,1,0.266666666666667,1,0.666666666666667,0,1,1,50,2,0
3,3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,-1,-1,0,0,1,0,-1,-1,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,0,0,0,0,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.830677433012351,"W99999999 (Wales)",60,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L13.4: Routine operative occupations","No","No","No","Not very closely","It is entirely caused by human activity","Agricultural communities",0.75,0.375,0.375,0,0.166666666666667,0,0.2,0,0.0666666666666667,0.2,0.166666666666667,0,0,1,60,1,0
3,2,2,3,3,1,1,0,0,0,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0.5,0.5,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,1,-1,1,1,1,1,0,0,NA,0,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",1.22363958279059,"W99999999 (Wales)",63,"Male","White British","Religious (practising)","English is main language but not the only one","Degree level qualification(s)","L8.1: Employers in small establishments in industry, commerce, services etc.","No","No","No","Very closely","It is mainly caused by human activity","Communal retirement",0.625,0.5625,0.5625,0.25,-0.166666666666667,0,0.9,0.4,0.2,0.4,0.5,0.166666666666667,0,1,63,2,2
2,2,3,3,0,1,0,0,0,0,0,0,-1,0,-1,-1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,1,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.995903477376901,"W99999999 (Wales)",66,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L4.3: Lower professional and higher technical occupations - ‘Traditional’ self-employed","No","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Detached retirement living",0.5,0.4375,0.4375,0,-0.166666666666667,-0.666666666666667,0.6,0.4,0.0666666666666667,0.3,0.666666666666667,0,0,1,66,1,0
4,3,4,3,3,2,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0.5,0.5,0.5,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3,0,1,1,1,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",2.92051000547081,"W99999999 (Wales)",71,"Male","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L5: Lower managerial and administrative occupations","No","No","Yes","Very closely","It is mainly caused by human activity","Comfortable suburbia",0.875,0.75,0.75,0,-0.166666666666667,0,0.7,0.2,0.2,0.6,0.5,0,0,1,71,1,1
3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,-1,0,1,0,0,-0.5,0.5,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,1,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.18141283966146,"W99999999 (Wales)",63,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L10: Lower supervisory occupations","No","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","White suburban communities",0.75,0.5,0.5,0,0,0,0.4,0.6,0.0666666666666667,0.4,0.166666666666667,0,0,1,63,1,0
3,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,-1,-1,0,0.5,0.5,0.5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.243046925175319,"E12000002 (NW England)",26,"Female","Chinese","Not religious","English is main language but not the only one","Degree level qualification(s)","L3.1: Higher professional occupations - ‘Traditional’ employees","Yes","Yes","Yes","Not very closely","It is mainly caused by human activity","Multi-ethnic professionals with families",0.625,0.3125,0.3125,0,0,0.333333333333333,0.4,0.2,0.0666666666666667,0.1,0,0.166666666666667,0,1,26,2,0
4,4,4,4,4,4,0,0,0,0,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,5,5,-2,2,2,0,1,1,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.321957523590377,"E12000003 (Yorkshire & Humberside)",23,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Very closely","It is entirely caused by human activity","Asian terraces and flats",1,1,1,0,1,0,1,1,0.133333333333333,1,0.666666666666667,0.333333333333333,0,1,23,2,0
3,2,4,4,0,4,0,0,0,1,0,0,-1,-1,-1,0,1,1,-1,1,-1,1,1,1,1,1,-1,1,0,0.5,0.5,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,-1,0,0,0,1,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.885418643823952,"E12000004 (East Midlands)",50,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","No","No","Yes","Very closely","It is mainly caused by human activity","Industrious transitions",0.625,0.75,0.75,0.25,-0.166666666666667,-0.666666666666667,0.6,0.4,0.133333333333333,0.2,0,0.166666666666667,0,1,50,1,0
4,4,4,4,4,4,0,0,0,1,-1,1,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,3,1,2,2,2,2,2,2,NA,1,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",2.00475442217809,"E12000004 (East Midlands)",20,"Male","Indian","Religious (practising)","English is main language but not the only one","Non-degree level qualifications","L10: Lower supervisory occupations","No","No","Yes","Not very closely","It is entirely caused by human activity","Retired communal city dwellers",1,1,1,0.25,0,0.666666666666667,0.8,0.4,0.133333333333333,0.7,1,1,0,1,20,1,2
4,3,4,4,4,2,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,1,-1,1,0,1,0,-1,1,0,1,0.5,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.590678957956318,"E12000005 (West Midlands)",36,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","Yes","Yes","Yes","Fairly closely","It is entirely caused by human activity","Industrious transitions",0.875,0.875,0.875,0,-0.166666666666667,0,0.4,0.8,0.133333333333333,0.2,0,0.166666666666667,0,1,36,1,0
2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,0,0,1,0,-1,0,NA,0.5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.130053460229512,"E12000005 (West Midlands)",65,"Female","White British","Religious (not actively practising)","English is only language","No academic or vocational qualifications",NA,"No","No","No","Not very closely","It is entirely caused by human activity","Industrious transitions",0.375,0.1875,0.1875,0,0,0,0.3,0.2,0.2,0,0,0,0,1,65,0,1
3,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,NA,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,-2,0,0,0,0,0,0,NA,0,"No","Prefer not to answer","Online s/cquestionnaire",3.55084711023895,"E12000005 (West Midlands)",23,"Male","White British","Not religious","English is only language","No academic or vocational qualifications",NA,"No","No","Yes","Not very closely","It is mainly caused by human activity","Families in terraces and flats",0.5,0.125,0.125,0,0,0.333333333333333,0.1,0,0.133333333333333,0,0,0,0,NA,23,0,0
3,2,3,3,2,0,0,-1,0,0,0,0,0,0,1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,0,0.5,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,-1,0,1,0,0,0,0,NA,0,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",3.79140514080365,"E12000005 (West Midlands)",17,"Female","White British","Not religious","English is only language","No academic or vocational qualifications",NA,"No","No","No","Not at all","It is mainly caused by human activity","Families in terraces and flats",0.625,0.5,0.5,-0.25,0,0,0.6,0.2,0.0666666666666667,0.4,0.166666666666667,0,0,1,17,0,0
4,3,4,3,3,3,1,0,0,0,0,1,1,0,0,1,1,-1,1,-1,1,0,1,0,0,1,-1,1,0.5,1,0.5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,2,1,1,1,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.08029843166465,"E12000007 (London)",40,"Male","Any other White background","Not religious","English is main language but not the only one","Degree level qualification(s)","L2: Higher managerial and administrative occupations","Yes","No","Yes","Very closely","It is mainly caused by human activity","Young families and students",0.875,0.8125,0.8125,0.25,0.333333333333333,0.333333333333333,0.1,0.2,0.0666666666666667,0.6,0.666666666666667,0.166666666666667,0,1,40,2,0
3,3,3,3,3,1,1,0,0,1,2,2,2,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0.5,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,4,3,0,2,2,2,0,0,0,NA,0,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.605477709363761,"E12000007 (London)",31,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L2: Higher managerial and administrative occupations","Yes","Yes","Yes","Not very closely","It is mainly caused by human activity","Commuters with young families",0.75,0.625,0.625,0.5,1,0.333333333333333,0.8,0.6,0.466666666666667,0.7,1,0,0,1,31,2,0
4,3,4,4,4,3,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,-1,1,1,0.5,0.5,0.5,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,NA,NA,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.994203113439748,"E12000007 (London)",23,"Female","White British","Not religious","English is main language but not the only one","Degree level qualification(s)","L13.1: Routine sales and service occupations","Yes","Yes","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Striving service workers",0.875,0.9375,0.9375,0.25,0.5,0,0.7,0.6,0.333333333333333,0.1,0.5,0,0,1,23,2,0
4,3,4,3,2,1,0,0,0,0,1,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.512751584522094,"E12000008 (SE England)",53,"Male","White British","Not religious","English is main language but not the only one","Non-degree level qualifications","L5: Lower managerial and administrative occupations","No","Yes","Yes","Very closely","It is partly caused by natural processes and partly caused by human activity","Multi-ethnic hardship",0.875,0.625,0.625,0,0,0,1,0.4,0.0666666666666667,0.2,0.5,0.166666666666667,0,1,53,1,0
3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,0,-0.5,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,3,-1,0,0,0,1,0,0,1,NA,"Yes, confirmed by a positive test","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.899625402955296,"E12000009 (SW England)",29,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L6: Higher supervisory occupations","No","No","Yes","Not very closely","It is mainly caused by human activity","Multi-ethnic hardship",0.625,0.1875,0.1875,0,0,0,0.1,0.2,0.133333333333333,0.6,0,0.166666666666667,1,1,29,1,0
4,3,3,4,4,0,0,0,0,0,1,0,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,NA,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,0,0,2,0,0,0,NA,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",3.15151064678207,"E12000002 (NW England)",24,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L12.4: Semi-routine operative occupations","No","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Multi-ethnic hardship",0.875,0.6875,0.6875,0,0.333333333333333,0,0.8,0.4,0,0.2,0.166666666666667,0.333333333333333,0,1,24,1,0
4,3,3,3,1,0,0,0,0,0,1,1,0,0,0,0,1,1,-1,1,1,1,-1,0,-1,1,1,0,0.5,0.5,0.5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,-1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.612764396516665,"E12000005 (West Midlands)",49,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L2: Higher managerial and administrative occupations","No","Yes","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Young hard-pressed families",0.875,0.4375,0.4375,0,0.333333333333333,0,0.4,0.2,0,0,0.5,0,0,1,49,1,0
3,3,4,3,2,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,-1,1,1,1,0,0.5,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,-2,1,1,2,1,0,0,1,NA,"Yes, confirmed by a positive test","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.963287766389665,"E12000007 (London)",46,"Female","White British","Religious (practising)","English is main language but not the only one","Non-degree level qualifications","L12.1: Semi-routine sales occupations","Yes","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Commuters with young families",0.75,0.625,0.625,0,0.5,0,0.8,0.2,0,0.6,0.666666666666667,0.166666666666667,1,1,46,1,2
4,3,3,3,3,2,0,0,0,0,1,-1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,-1,1,0.5,0.5,0.5,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.19222850564992,"E12000007 (London)",45,"Male","White British","Not religious","English is only language","Non-degree level qualifications",NA,"Yes","No","Yes","Not at all","It is mainly caused by human activity","Commuters with young families",0.875,0.6875,0.6875,0,0.166666666666667,0.333333333333333,0.8,0.6,0,0,0.333333333333333,0,0,1,45,1,0
3,2,3,4,4,1,0,0,0,1,-1,-1,-2,0,0,0,1,1,1,1,1,1,-1,1,0,1,1,1,0,-0.5,0.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,0,0,0,NA,-2,"Yes, my own suspicions","Prefer not to answer","Online s/cquestionnaire",0.764364569703858,"E12000009 (SW England)",48,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L9.1: Own account workers (non-professional)","No","Yes","Yes","Fairly closely","It is entirely caused by human activity","Transitional Eastern European neighbourho",0.625,0.75,0.75,0.25,-0.666666666666667,0,0.9,0.2,0.266666666666667,0.2,0.333333333333333,0,1,NA,48,2,0
4,3,3,3,2,1,0,0,0,0,0,-1,1,0,0,0,1,1,1,1,1,1,0,-1,1,1,1,0,0,1,0.5,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3,0,1,1,1,0,0,0,2,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.312175537004861,"E12000001 (NE England)",67,"Male","Any other White background","Not religious","English is only language","Degree level qualification(s)",NA,"Yes","No","Yes","Fairly closely","It is entirely caused by natural processes","Hampered aspiration",0.875,0.5625,0.5625,0,0,0,0.7,0.6,0.133333333333333,0.6,0.5,0,0,1,67,2,0
3,3,3,3,3,3,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,-1,1,-1,1,1,0,1,0.5,0.5,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,3,4,0,-1,-1,-1,1,1,1,NA,0,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.626692982313388,"E12000003 (Yorkshire & Humberside)",63,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L7.3: Intermediate technical and auxiliary occupations","No","No","Yes","Fairly closely","It is entirely caused by human activity","Commuters with young families",0.75,0.75,0.75,0.25,0.333333333333333,1,0.7,0.4,0.466666666666667,0.7,-0.5,0.5,1,1,63,1,1
3,2,3,4,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0.5,0.5,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3,-1,1,1,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.13066087528749,"E12000003 (Yorkshire & Humberside)",70,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L7.2: Intermediate sales and service occupations","Yes","No","Yes","Very closely","It is entirely caused by human activity","Retired communal city dwellers",0.625,0.8125,0.8125,0,0,0,0.6,0.8,0.0666666666666667,0.6,0.5,0,0,1,70,1,1
4,3,4,4,4,3,0,0,0,1,2,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0.5,1,0.5,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,-1,1,1,2,0,0,0,0,NA,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.294759734439118,"E12000003 (Yorkshire & Humberside)",33,"Female","White British","Not religious","English is main language but not the only one","Degree level qualification(s)","L2: Higher managerial and administrative occupations","Yes","Yes","Yes","Very closely","It is entirely caused by human activity","Hampered aspiration",0.875,0.9375,0.9375,0.25,0.666666666666667,0,0.7,0.8,0.2,0.2,0.666666666666667,0,0,1,33,2,0
